#   z            H/c (1/Mpc)           D_A(Mpc)        D_L(Mpc)  d_comoving(Mpc)     Omega_m(z)      c*Age(Mpc) 
   0.3279376E+00   0.2692209E-03   0.1008792E+04   0.1778923E+04   0.1339613E+04   0.9637781E-01   0.3029744E+04
   0.3484490E+00   0.2725638E-03   0.1049601E+04   0.1908505E+04   0.1415333E+04   0.8980236E-01   0.2973158E+04
   0.3096048E+00   0.2662852E-03   0.9706307E+03   0.1664695E+04   0.1271143E+04   0.1027100E+00   0.3081666E+04
   0.3036910E+00   0.2653487E-03   0.9579683E+03   0.1628173E+04   0.1248895E+04   0.1048503E+00   0.3098692E+04
   0.3368894E+00   0.2706723E-03   0.1026842E+04   0.1835248E+04   0.1372775E+04   0.9344446E-01   0.3004856E+04
   0.3426851E+00   0.2716182E-03   0.1038330E+04   0.1871904E+04   0.1394150E+04   0.9159827E-01   0.2988901E+04
   0.3470334E+00   0.2723311E-03   0.1046847E+04   0.1899502E+04   0.1410138E+04   0.9023978E-01   0.2977013E+04
   0.3128026E+00   0.2667937E-03   0.9774051E+03   0.1684509E+04   0.1283140E+04   0.1015730E+00   0.3072516E+04
   0.3941336E+00   0.2802272E-03   0.1133784E+04   0.2203632E+04   0.1580646E+04   0.7687655E-01   0.2852585E+04
   0.3787764E+00   0.2776179E-03   0.1106478E+04   0.2103442E+04   0.1525586E+04   0.8097507E-01   0.2892299E+04
   0.3193913E+00   0.2678462E-03   0.9912050E+03   0.1725483E+04   0.1307787E+04   0.9927408E-01   0.3053788E+04
   0.3177147E+00   0.2675777E-03   0.9877134E+03   0.1715038E+04   0.1301525E+04   0.9985355E-01   0.3058538E+04
   0.3252358E+00   0.2687851E-03   0.1003270E+04   0.1761993E+04   0.1329570E+04   0.9728314E-01   0.3037315E+04
   0.3405461E+00   0.2712686E-03   0.1034108E+04   0.1858359E+04   0.1386270E+04   0.9227487E-01   0.2994775E+04
   0.3532717E+00   0.2733587E-03   0.1058916E+04   0.1939240E+04   0.1433001E+04   0.8832976E-01   0.2960079E+04
   0.3304450E+00   0.2696263E-03   0.1013886E+04   0.1794663E+04   0.1348920E+04   0.9554601E-01   0.3022742E+04
   0.3159308E+00   0.2672926E-03   0.9839835E+03   0.1703939E+04   0.1294854E+04   0.1004742E+00   0.3063603E+04
   0.3871543E+00   0.2790372E-03   0.1121495E+04   0.2157978E+04   0.1555687E+04   0.7870984E-01   0.2870533E+04
   0.3067202E+00   0.2658278E-03   0.9644761E+03   0.1646860E+04   0.1260300E+04   0.1037479E+00   0.3089954E+04
   0.3919558E+00   0.2798552E-03   0.1129971E+04   0.2189365E+04   0.1572869E+04   0.7744345E-01   0.2858168E+04
   0.3126499E+00   0.2667694E-03   0.9770828E+03   0.1683562E+04   0.1282568E+04   0.1016270E+00   0.3072952E+04
   0.3322066E+00   0.2699116E-03   0.1017447E+04   0.1805739E+04   0.1355450E+04   0.9496635E-01   0.3017837E+04
   0.3433328E+00   0.2717242E-03   0.1039604E+04   0.1876009E+04   0.1396534E+04   0.9139450E-01   0.2987126E+04
   0.3114038E+00   0.2665711E-03   0.9744479E+03   0.1675836E+04   0.1277895E+04   0.1020686E+00   0.3076513E+04
   0.3141297E+00   0.2670052E-03   0.9802018E+03   0.1692747E+04   0.1288112E+04   0.1011052E+00   0.3068730E+04
   0.3185803E+00   0.2677163E-03   0.9895177E+03   0.1720429E+04   0.1304759E+04   0.9955392E-01   0.3056084E+04
   0.3736282E+00   0.2767506E-03   0.1097104E+04   0.2070075E+04   0.1507013E+04   0.8240295E-01   0.2905795E+04
   0.3440790E+00   0.2718465E-03   0.1041069E+04   0.1880742E+04   0.1399279E+04   0.9116035E-01   0.2985083E+04
   0.3110196E+00   0.2665100E-03   0.9736341E+03   0.1673455E+04   0.1276453E+04   0.1022052E+00   0.3077613E+04
   0.3808279E+00   0.2779645E-03   0.1110183E+04   0.2116769E+04   0.1532971E+04   0.8041375E-01   0.2886947E+04
   0.3424101E+00   0.2715732E-03   0.1037788E+04   0.1870162E+04   0.1393137E+04   0.9168494E-01   0.2989656E+04
   0.3577294E+00   0.2740963E-03   0.1067434E+04   0.1967739E+04   0.1449287E+04   0.8699244E-01   0.2948065E+04
   0.3456226E+00   0.2720995E-03   0.1044093E+04   0.1890539E+04   0.1404955E+04   0.9067805E-01   0.2980863E+04
   0.3303769E+00   0.2696152E-03   0.1013748E+04   0.1794236E+04   0.1348667E+04   0.9556848E-01   0.3022932E+04
   0.3935142E+00   0.2801213E-03   0.1132701E+04   0.2199572E+04   0.1578435E+04   0.7703731E-01   0.2854171E+04
   0.3713766E+00   0.2763725E-03   0.1092969E+04   0.2055517E+04   0.1498872E+04   0.8303623E-01   0.2911726E+04
   0.3531869E+00   0.2733447E-03   0.1058754E+04   0.1938699E+04   0.1432691E+04   0.8835541E-01   0.2960308E+04
   0.3779028E+00   0.2774704E-03   0.1104895E+04   0.2097772E+04   0.1522438E+04   0.8121541E-01   0.2894582E+04
   0.3349138E+00   0.2703510E-03   0.1022891E+04   0.1822787E+04   0.1365472E+04   0.9408319E-01   0.3010322E+04
   0.3210041E+00   0.2681048E-03   0.9945507E+03   0.1735543E+04   0.1313806E+04   0.9872021E-01   0.3049229E+04
   0.3118802E+00   0.2666468E-03   0.9754561E+03   0.1678789E+04   0.1279681E+04   0.1018996E+00   0.3075151E+04
   0.4329105E+00   0.2869631E-03   0.1198536E+04   0.2460872E+04   0.1717394E+04   0.6751780E-01   0.2755831E+04
   0.4177649E+00   0.2843073E-03   0.1173939E+04   0.2359684E+04   0.1664369E+04   0.7101321E-01   0.2793034E+04
   0.4706444E+00   0.2937169E-03   0.1256165E+04   0.2716827E+04   0.1847372E+04   0.5961381E-01   0.2666292E+04
   0.4729112E+00   0.2941287E-03   0.1259468E+04   0.2732374E+04   0.1855084E+04   0.5917293E-01   0.2661051E+04
   0.4069244E+00   0.2824259E-03   0.1155793E+04   0.2287818E+04   0.1626113E+04   0.7363873E-01   0.2820121E+04
   0.4506346E+00   0.2901113E-03   0.1226238E+04   0.2580422E+04   0.1778823E+04   0.6366846E-01   0.2713224E+04
   0.4167850E+00   0.2841365E-03   0.1172317E+04   0.2353169E+04   0.1660921E+04   0.7124619E-01   0.2795466E+04
   0.4114934E+00   0.2832168E-03   0.1163497E+04   0.2318050E+04   0.1642268E+04   0.7251919E-01   0.2808657E+04
   0.4154421E+00   0.2839028E-03   0.1170089E+04   0.2344246E+04   0.1656193E+04   0.7156687E-01   0.2798805E+04
   0.4853050E+00   0.2963929E-03   0.1277219E+04   0.2817713E+04   0.1897060E+04   0.5682576E-01   0.2632672E+04
   0.4326389E+00   0.2869152E-03   0.1198102E+04   0.2459049E+04   0.1716448E+04   0.6757877E-01   0.2756492E+04
   0.4710614E+00   0.2937926E-03   0.1256774E+04   0.2719685E+04   0.1848791E+04   0.5953243E-01   0.2665326E+04
   0.4783692E+00   0.2951233E-03   0.1267349E+04   0.2769886E+04   0.1873609E+04   0.5812620E-01   0.2648497E+04
   0.4397500E+00   0.2881729E-03   0.1209361E+04   0.2506861E+04   0.1741178E+04   0.6600248E-01   0.2739272E+04
   0.4341858E+00   0.2871882E-03   0.1200567E+04   0.2469433E+04   0.1721836E+04   0.6723234E-01   0.2752732E+04
   0.4084501E+00   0.2826897E-03   0.1158374E+04   0.2297904E+04   0.1631512E+04   0.7326276E-01   0.2816285E+04
   0.4712981E+00   0.2938356E-03   0.1257119E+04   0.2721309E+04   0.1849597E+04   0.5948629E-01   0.2664779E+04
   0.4306756E+00   0.2865692E-03   0.1194960E+04   0.2445884E+04   0.1709601E+04   0.6802132E-01   0.2761274E+04
   0.4557159E+00   0.2910217E-03   0.1233971E+04   0.2614918E+04   0.1796311E+04   0.6261047E-01   0.2701190E+04
   0.4077305E+00   0.2825652E-03   0.1157158E+04   0.2293145E+04   0.1628966E+04   0.7343982E-01   0.2818093E+04
   0.4682504E+00   0.2932826E-03   0.1252658E+04   0.2700428E+04   0.1839215E+04   0.6008340E-01   0.2671842E+04
   0.4254655E+00   0.2856536E-03   0.1186553E+04   0.2411019E+04   0.1691391E+04   0.6921147E-01   0.2774026E+04
   0.4840712E+00   0.2961665E-03   0.1275475E+04   0.2809192E+04   0.1892896E+04   0.5705471E-01   0.2635477E+04
   0.4199787E+00   0.2846935E-03   0.1177588E+04   0.2374418E+04   0.1672151E+04   0.7048993E-01   0.2787549E+04
   0.4972067E+00   0.2985864E-03   0.1293788E+04   0.2900190E+04   0.1937068E+04   0.5466916E-01   0.2605843E+04
   0.4383416E+00   0.2879232E-03   0.1207146E+04   0.2497376E+04   0.1736289E+04   0.6631139E-01   0.2742670E+04
   0.4281487E+00   0.2861247E-03   0.1190896E+04   0.2428961E+04   0.1700776E+04   0.6859567E-01   0.2767448E+04
   0.4332869E+00   0.2870295E-03   0.1199136E+04   0.2463398E+04   0.1718706E+04   0.6743340E-01   0.2754916E+04
   0.4638951E+00   0.2924946E-03   0.1246226E+04   0.2670649E+04   0.1824345E+04   0.6094836E-01   0.2681985E+04
   0.4172829E+00   0.2842233E-03   0.1173141E+04   0.2356478E+04   0.1662673E+04   0.7112771E-01   0.2794230E+04
   0.4746370E+00   0.2944428E-03   0.1261970E+04   0.2744223E+04   0.1860948E+04   0.5883971E-01   0.2657072E+04
   0.4437333E+00   0.2888804E-03   0.1215587E+04   0.2533729E+04   0.1754984E+04   0.6513744E-01   0.2729696E+04
   0.4710291E+00   0.2937867E-03   0.1256727E+04   0.2719464E+04   0.1848682E+04   0.5953872E-01   0.2665401E+04
   0.4109035E+00   0.2831146E-03   0.1162506E+04   0.2314142E+04   0.1640184E+04   0.7266267E-01   0.2810133E+04
   0.4467829E+00   0.2894235E-03   0.1220315E+04   0.2554339E+04   0.1765531E+04   0.6448371E-01   0.2722399E+04
   0.4606823E+00   0.2919150E-03   0.1241440E+04   0.2648728E+04   0.1813350E+04   0.6159528E-01   0.2689504E+04
   0.4024998E+00   0.2816627E-03   0.1148253E+04   0.2258621E+04   0.1610425E+04   0.7474127E-01   0.2831289E+04
   0.4160299E+00   0.2840051E-03   0.1171065E+04   0.2348151E+04   0.1658263E+04   0.7142631E-01   0.2797343E+04
   0.4841489E+00   0.2961808E-03   0.1275585E+04   0.2809729E+04   0.1893158E+04   0.5704025E-01   0.2635300E+04
   0.4516419E+00   0.2902915E-03   0.1227778E+04   0.2587253E+04   0.1782294E+04   0.6345715E-01   0.2710832E+04
   0.4027957E+00   0.2817137E-03   0.1148760E+04   0.2260571E+04   0.1611475E+04   0.7466697E-01   0.2830540E+04
   0.4625309E+00   0.2922484E-03   0.1244199E+04   0.2661337E+04   0.1819679E+04   0.6122212E-01   0.2685174E+04
   0.4266832E+00   0.2858673E-03   0.1188527E+04   0.2419158E+04   0.1695652E+04   0.6893124E-01   0.2771038E+04
   0.4502188E+00   0.2900369E-03   0.1225601E+04   0.2577604E+04   0.1777390E+04   0.6375591E-01   0.2714212E+04
   0.4322835E+00   0.2868525E-03   0.1197534E+04   0.2456665E+04   0.1715209E+04   0.6765865E-01   0.2757357E+04
   0.4579496E+00   0.2914231E-03   0.1237341E+04   0.2630113E+04   0.1803981E+04   0.6215158E-01   0.2695925E+04
   0.4548657E+00   0.2908692E-03   0.1232683E+04   0.2609139E+04   0.1793388E+04   0.6278611E-01   0.2703197E+04
   0.4192822E+00   0.2845719E-03   0.1176442E+04   0.2369780E+04   0.1669703E+04   0.7065410E-01   0.2789273E+04
   0.4087628E+00   0.2827438E-03   0.1158902E+04   0.2299972E+04   0.1632618E+04   0.7318597E-01   0.2815500E+04
   0.4280896E+00   0.2861143E-03   0.1190800E+04   0.2428565E+04   0.1700569E+04   0.6860917E-01   0.2767593E+04
   0.4694288E+00   0.2934963E-03   0.1254386E+04   0.2708498E+04   0.1843232E+04   0.5985174E-01   0.2669108E+04
   0.4525164E+00   0.2904480E-03   0.1229112E+04   0.2593186E+04   0.1785306E+04   0.6327433E-01   0.2708758E+04
   0.4576856E+00   0.2913756E-03   0.1236944E+04   0.2628316E+04   0.1803075E+04   0.6220562E-01   0.2696546E+04
   0.4518495E+00   0.2903286E-03   0.1228095E+04   0.2588661E+04   0.1783009E+04   0.6341369E-01   0.2710339E+04
   0.4893547E+00   0.2971371E-03   0.1282909E+04   0.2845719E+04   0.1910706E+04   0.5608148E-01   0.2623497E+04
   0.4099694E+00   0.2829527E-03   0.1160936E+04   0.2307957E+04   0.1636884E+04   0.7289049E-01   0.2812473E+04
   0.4354806E+00   0.2874170E-03   0.1202624E+04   0.2478132E+04   0.1726343E+04   0.6694388E-01   0.2749591E+04
   0.4558746E+00   0.2910502E-03   0.1234211E+04   0.2615997E+04   0.1796856E+04   0.6257773E-01   0.2700815E+04
   0.4396944E+00   0.2881630E-03   0.1209274E+04   0.2506486E+04   0.1740985E+04   0.6601466E-01   0.2739406E+04
   0.4062277E+00   0.2823055E-03   0.1154610E+04   0.2283215E+04   0.1623645E+04   0.7381114E-01   0.2821875E+04
   0.4652546E+00   0.2927403E-03   0.1248241E+04   0.2679937E+04   0.1828991E+04   0.6067688E-01   0.2678813E+04
   0.4368316E+00   0.2876559E-03   0.1204763E+04   0.2487215E+04   0.1731042E+04   0.6664439E-01   0.2746320E+04
   0.4082845E+00   0.2826610E-03   0.1158094E+04   0.2296808E+04   0.1630926E+04   0.7330347E-01   0.2816701E+04
   0.4811328E+00   0.2956284E-03   0.1271301E+04   0.2788922E+04   0.1882966E+04   0.5760409E-01   0.2642174E+04
   0.4160154E+00   0.2840025E-03   0.1171041E+04   0.2348054E+04   0.1658212E+04   0.7142977E-01   0.2797379E+04
   0.4765121E+00   0.2947844E-03   0.1264678E+04   0.2757110E+04   0.1867313E+04   0.5848003E-01   0.2652759E+04
   0.4206550E+00   0.2848116E-03   0.1178700E+04   0.2378923E+04   0.1674525E+04   0.7033094E-01   0.2785877E+04
   0.4065543E+00   0.2823619E-03   0.1155165E+04   0.2285372E+04   0.1624802E+04   0.7373027E-01   0.2821053E+04
   0.4197456E+00   0.2846528E-03   0.1177205E+04   0.2372866E+04   0.1671332E+04   0.7054483E-01   0.2788126E+04
   0.4679613E+00   0.2932303E-03   0.1252233E+04   0.2698450E+04   0.1838229E+04   0.6014039E-01   0.2672514E+04
   0.4880458E+00   0.2968963E-03   0.1281076E+04   0.2836661E+04   0.1906299E+04   0.5632084E-01   0.2626457E+04
   0.4596866E+00   0.2917356E-03   0.1239950E+04   0.2641942E+04   0.1809938E+04   0.6179735E-01   0.2691841E+04
   0.4188307E+00   0.2844931E-03   0.1175698E+04   0.2366775E+04   0.1668117E+04   0.7076074E-01   0.2790391E+04
   0.4156963E+00   0.2839470E-03   0.1170511E+04   0.2345934E+04   0.1657088E+04   0.7150605E-01   0.2798172E+04
   0.4303805E+00   0.2865173E-03   0.1194487E+04   0.2443907E+04   0.1708571E+04   0.6808810E-01   0.2761994E+04
   0.4180624E+00   0.2843591E-03   0.1174430E+04   0.2361663E+04   0.1665415E+04   0.7094264E-01   0.2792296E+04
   0.4450435E+00   0.2891135E-03   0.1217622E+04   0.2542579E+04   0.1759517E+04   0.6485569E-01   0.2726558E+04
   0.4414524E+00   0.2884750E-03   0.1212029E+04   0.2518336E+04   0.1747083E+04   0.6563122E-01   0.2735174E+04
   0.4259799E+00   0.2857439E-03   0.1187388E+04   0.2414456E+04   0.1693191E+04   0.6909294E-01   0.2772763E+04
   0.4256164E+00   0.2856801E-03   0.1186798E+04   0.2412027E+04   0.1691919E+04   0.6917668E-01   0.2773655E+04
   0.4624498E+00   0.2922337E-03   0.1244078E+04   0.2660783E+04   0.1819401E+04   0.6123843E-01   0.2685364E+04
   0.4055788E+00   0.2821935E-03   0.1153508E+04   0.2278930E+04   0.1621346E+04   0.7397210E-01   0.2823510E+04
   0.4645621E+00   0.2926152E-03   0.1247216E+04   0.2675205E+04   0.1826625E+04   0.6081499E-01   0.2680428E+04
   0.4537496E+00   0.2906690E-03   0.1230989E+04   0.2601557E+04   0.1789550E+04   0.6301754E-01   0.2705837E+04
   0.4012216E+00   0.2814428E-03   0.1146061E+04   0.2250201E+04   0.1605885E+04   0.7506318E-01   0.2834527E+04
   0.4637943E+00   0.2924764E-03   0.1246077E+04   0.2669961E+04   0.1824000E+04   0.6096853E-01   0.2682221E+04
   0.4873774E+00   0.2967735E-03   0.1280138E+04   0.2832038E+04   0.1904048E+04   0.5644350E-01   0.2627970E+04
   0.4071555E+00   0.2824658E-03   0.1156184E+04   0.2289345E+04   0.1626931E+04   0.7358165E-01   0.2819539E+04
   0.4833479E+00   0.2960340E-03   0.1274450E+04   0.2804200E+04   0.1890453E+04   0.5718939E-01   0.2637123E+04
   0.4275736E+00   0.2860237E-03   0.1189967E+04   0.2425113E+04   0.1698766E+04   0.6872713E-01   0.2768856E+04
   0.4031274E+00   0.2817708E-03   0.1149327E+04   0.2262757E+04   0.1612653E+04   0.7458377E-01   0.2829701E+04
   0.4444051E+00   0.2889999E-03   0.1216632E+04   0.2538266E+04   0.1757309E+04   0.6499281E-01   0.2728086E+04
   0.4997724E+00   0.2990617E-03   0.1297299E+04   0.2918038E+04   0.1945654E+04   0.5421630E-01   0.2600114E+04
   0.4572354E+00   0.2912947E-03   0.1236265E+04   0.2625252E+04   0.1801529E+04   0.6229790E-01   0.2697606E+04
   0.4162988E+00   0.2840519E-03   0.1171511E+04   0.2349937E+04   0.1659210E+04   0.7136211E-01   0.2796674E+04
   0.4593653E+00   0.2916778E-03   0.1239468E+04   0.2639753E+04   0.1808836E+04   0.6186270E-01   0.2692596E+04
   0.4985236E+00   0.2988303E-03   0.1295593E+04   0.2909348E+04   0.1941476E+04   0.5443619E-01   0.2602900E+04
   0.4141744E+00   0.2836823E-03   0.1167979E+04   0.2335829E+04   0.1651726E+04   0.7187110E-01   0.2801962E+04
   0.4076907E+00   0.2825583E-03   0.1157090E+04   0.2292882E+04   0.1628825E+04   0.7344964E-01   0.2818193E+04
   0.4325413E+00   0.2868980E-03   0.1197946E+04   0.2458395E+04   0.1716107E+04   0.6760070E-01   0.2756729E+04
   0.4664335E+00   0.2929536E-03   0.1249983E+04   0.2687997E+04   0.1833017E+04   0.6044256E-01   0.2676067E+04
   0.4092599E+00   0.2828298E-03   0.1159741E+04   0.2303261E+04   0.1634376E+04   0.7306409E-01   0.2814252E+04
   0.4002362E+00   0.2812734E-03   0.1144366E+04   0.2243715E+04   0.1602383E+04   0.7531240E-01   0.2837027E+04
   0.4819230E+00   0.2957730E-03   0.1272426E+04   0.2794370E+04   0.1885638E+04   0.5745578E-01   0.2640371E+04
   0.4172429E+00   0.2842163E-03   0.1173075E+04   0.2356213E+04   0.1662533E+04   0.7113721E-01   0.2794329E+04
   0.4163761E+00   0.2840653E-03   0.1171639E+04   0.2350451E+04   0.1659482E+04   0.7134366E-01   0.2796482E+04
   0.4020137E+00   0.2815791E-03   0.1147420E+04   0.2255418E+04   0.1608699E+04   0.7486351E-01   0.2832520E+04
   0.4148324E+00   0.2837967E-03   0.1169075E+04   0.2340197E+04   0.1654045E+04   0.7171301E-01   0.2800323E+04
   0.4602745E+00   0.2918415E-03   0.1240830E+04   0.2645949E+04   0.1811953E+04   0.6167795E-01   0.2690461E+04
   0.4588517E+00   0.2915854E-03   0.1238697E+04   0.2636255E+04   0.1807075E+04   0.6196734E-01   0.2693803E+04
   0.4275259E+00   0.2860153E-03   0.1189890E+04   0.2424794E+04   0.1698599E+04   0.6873804E-01   0.2768972E+04
   0.4098787E+00   0.2829370E-03   0.1160783E+04   0.2307356E+04   0.1636563E+04   0.7291267E-01   0.2812701E+04
   0.4152814E+00   0.2838748E-03   0.1169822E+04   0.2343178E+04   0.1655627E+04   0.7160537E-01   0.2799205E+04
   0.4013894E+00   0.2814716E-03   0.1146349E+04   0.2251306E+04   0.1606481E+04   0.7502083E-01   0.2834102E+04
   0.4313526E+00   0.2866885E-03   0.1196045E+04   0.2450422E+04   0.1711963E+04   0.6786835E-01   0.2759624E+04
   0.4728211E+00   0.2941124E-03   0.1259337E+04   0.2731756E+04   0.1854778E+04   0.5919038E-01   0.2661259E+04
   0.4073001E+00   0.2824908E-03   0.1156429E+04   0.2290301E+04   0.1627443E+04   0.7354595E-01   0.2819176E+04
   0.4110428E+00   0.2831387E-03   0.1162740E+04   0.2315064E+04   0.1640676E+04   0.7262876E-01   0.2809785E+04
   0.4463696E+00   0.2893498E-03   0.1219676E+04   0.2551544E+04   0.1764103E+04   0.6457187E-01   0.2723386E+04
   0.4557467E+00   0.2910273E-03   0.1234017E+04   0.2615127E+04   0.1796416E+04   0.6260412E-01   0.2701117E+04
   0.4591247E+00   0.2916345E-03   0.1239107E+04   0.2638114E+04   0.1808011E+04   0.6191169E-01   0.2693161E+04
   0.4930386E+00   0.2978161E-03   0.1288038E+04   0.2871248E+04   0.1923090E+04   0.5541384E-01   0.2615192E+04
   0.4284914E+00   0.2861849E-03   0.1191448E+04   0.2431255E+04   0.1701974E+04   0.6851746E-01   0.2766609E+04
   0.4010286E+00   0.2814096E-03   0.1145729E+04   0.2248930E+04   0.1605199E+04   0.7511193E-01   0.2835017E+04
   0.4087955E+00   0.2827495E-03   0.1158957E+04   0.2300188E+04   0.1632734E+04   0.7317795E-01   0.2815418E+04
   0.4070741E+00   0.2824518E-03   0.1156046E+04   0.2288807E+04   0.1626643E+04   0.7360175E-01   0.2819744E+04
   0.4556484E+00   0.2910096E-03   0.1233869E+04   0.2614459E+04   0.1796079E+04   0.6262438E-01   0.2701349E+04
   0.4620199E+00   0.2921561E-03   0.1243437E+04   0.2657850E+04   0.1817930E+04   0.6132503E-01   0.2686370E+04
   0.4273093E+00   0.2859772E-03   0.1189540E+04   0.2423345E+04   0.1697842E+04   0.6878765E-01   0.2769503E+04
   0.4727760E+00   0.2941042E-03   0.1259271E+04   0.2731446E+04   0.1854624E+04   0.5919911E-01   0.2661363E+04
   0.4829787E+00   0.2959663E-03   0.1273927E+04   0.2801652E+04   0.1889206E+04   0.5725828E-01   0.2637964E+04
   0.4307920E+00   0.2865897E-03   0.1195147E+04   0.2446664E+04   0.1710007E+04   0.6799500E-01   0.2760990E+04
   0.4010850E+00   0.2814193E-03   0.1145826E+04   0.2249302E+04   0.1605400E+04   0.7509767E-01   0.2834874E+04
   0.4285610E+00   0.2861972E-03   0.1191560E+04   0.2431720E+04   0.1702217E+04   0.6850159E-01   0.2766439E+04
   0.4440015E+00   0.2889281E-03   0.1216004E+04   0.2535540E+04   0.1755912E+04   0.6507967E-01   0.2729054E+04
   0.4304635E+00   0.2865319E-03   0.1194620E+04   0.2444463E+04   0.1708861E+04   0.6806932E-01   0.2761792E+04
   0.4479307E+00   0.2896282E-03   0.1222085E+04   0.2562106E+04   0.1769495E+04   0.6423955E-01   0.2719660E+04
   0.4212033E+00   0.2849074E-03   0.1179599E+04   0.2382577E+04   0.1676450E+04   0.7020233E-01   0.2784522E+04
   0.4018490E+00   0.2815507E-03   0.1147138E+04   0.2254333E+04   0.1608114E+04   0.7490499E-01   0.2832937E+04
   0.4240217E+00   0.2854006E-03   0.1184205E+04   0.2401376E+04   0.1686334E+04   0.6954537E-01   0.2777575E+04
   0.4230550E+00   0.2852313E-03   0.1182629E+04   0.2394924E+04   0.1682946E+04   0.6976993E-01   0.2779955E+04
